state,issue_age,gender,plan,uw_class,preferred,hhd,application_count,entered_premium
VA,77,M,G,UW,Y,Y,3,6696.48
VA,77,F,G,UW,N,Y,2,3990.24
IL,77,M,F,UW,Y,Y,1,805.2
PA,77,F,G,UW,N,N,1,944.4
PA,77,F,N,OE,Y,Y,1,1602.12
NC,77,F,N,OE,N,N,1,1327.28
VA,77,M,N,OE,Y,Y,1,1597.56
CO,77,F,N,UW,Y,Y,1,1431.96
FL,77,F,N,UW,Y,N,1,2241.84
FL,77,F,N,UW,Y,Y,1,2185.8
FL,77,M,N,UW,Y,Y,1,2513.64
GA,77,F,N,UW,Y,Y,2,3244.32
IA,77,F,N,UW,Y,N,1,1824.12
IL,77,F,N,UW,Y,Y,2,3525.48
IL,77,M,N,UW,Y,Y,1,1867.68
IL,77,F,N,UW,N,Y,1,1826.16
MI,77,F,N,UW,Y,N,4,6213.24
MI,77,M,N,UW,N,N,1,1852.56
MI,77,F,N,UW,Y,Y,2,2672.64
MI,77,M,N,UW,Y,Y,1,1596.36
MI,77,F,N,UW,N,Y,1,1735.2
NC,77,M,N,UW,Y,Y,1,1554.96
NE,77,F,N,UW,Y,Y,1,1443.36
NH,77,F,N,UW,Y,N,1,2173.56
NJ,77,F,N,UW,Y,N,4,6562.44
NJ,77,M,N,UW,Y,N,2,3743.28
NJ,77,F,N,UW,N,N,1,2034.48
NJ,77,F,N,UW,Y,Y,1,1513.68
OH,77,F,N,UW,Y,N,1,1610.88
OH,77,M,N,UW,Y,Y,1,1720.68
PA,77,F,N,UW,Y,N,1,1826.88
PA,77,F,N,UW,Y,Y,2,2758.56
PA,77,M,N,UW,Y,Y,3,5527.83
TN,77,M,N,UW,Y,Y,1,1399.92
TX,77,F,N,UW,Y,N,3,4944.72
TX,77,M,N,UW,Y,Y,1,1832.28
VA,77,M,N,UW,Y,Y,1,1996.92
WI,77,F,G,UW,Y,N,1,2949.96
WI,77,F,G,UW,Y,Y,1,3005.28
WI,77,F,G,UW,N,Y,1,2178.48
WI,77,M,G,UW,N,Y,1,3339.0
MI,77,M,F,GI,Y,Y,1,3237.72
SC,77,M,F,GI,Y,Y,1,3380.28
VA,77,M,F,GI,Y,Y,1,3119.4
VA,77,F,F,OE,Y,N,4,9858.72
VA,77,F,F,OE,Y,Y,1,2218.2
VA,77,M,F,OE,Y,Y,6,16688.88
AZ,77,F,F,UW,Y,Y,1,2682.0
AZ,77,M,F,UW,Y,Y,1,3084.24
IA,77,F,F,UW,Y,N,1,2195.52
IA,77,F,F,UW,N,N,1,2744.28
IA,77,M,F,UW,Y,Y,1,2456.88
IL,77,M,F,UW,Y,Y,1,3241.8
MI,77,F,F,UW,Y,N,1,2986.92
MI,77,F,F,UW,N,Y,1,2881.44
NC,77,F,F,UW,Y,Y,1,2327.88
NE,77,M,F,UW,Y,Y,1,2666.88
NJ,77,F,F,UW,Y,N,1,3321.72
SC,77,F,F,UW,Y,N,1,2885.28
SC,77,M,F,UW,Y,Y,1,2910.0
TX,77,F,F,UW,Y,Y,1,2743.32
TX,77,M,F,UW,Y,Y,1,3664.56
TX,77,F,F,UW,N,Y,1,3505.2
VA,77,F,F,UW,Y,N,1,2464.68
VA,77,F,F,UW,Y,Y,3,7070.52
VA,77,M,F,UW,Y,Y,2,4991.04
CO,77,M,G,OE,Y,Y,1,2946.48
NH,77,M,G,OE,Y,Y,1,2821.2
VA,77,F,G,OE,Y,N,1,2110.2
VA,77,M,G,OE,Y,N,1,2374.08
VA,77,F,G,OE,Y,Y,8,15728.88
VA,77,M,G,OE,Y,Y,7,15491.04
AZ,77,F,G,UW,Y,N,4,8673.72
AZ,77,M,G,UW,Y,N,1,2426.76
AZ,77,F,G,UW,Y,Y,5,9534.36
AZ,77,M,G,UW,Y,Y,2,4256.4
AZ,77,F,G,UW,N,Y,2,4071.36
CO,77,F,G,UW,N,N,1,2502.72
CO,77,M,G,UW,Y,Y,2,4151.76
CO,77,F,G,UW,N,Y,1,2422.68
FL,77,F,G,UW,Y,Y,2,6448.92
FL,77,M,G,UW,Y,Y,2,6861.6
GA,77,F,G,UW,Y,Y,1,2171.04
GA,77,F,G,UW,N,Y,1,2157.24
IA,77,F,G,UW,Y,N,1,2008.2
IA,77,F,G,UW,Y,Y,1,1807.32
IL,77,F,G,UW,Y,N,4,10362.24
IL,77,M,G,UW,Y,N,1,2467.2
IL,77,F,G,UW,Y,Y,2,4391.76
IL,77,M,G,UW,Y,Y,3,7161.12
IL,77,F,G,UW,N,Y,2,4830.72
LA,77,M,G,UW,Y,N,1,2818.68
MI,77,F,G,UW,Y,N,1,2387.64
MI,77,F,G,UW,N,N,1,2443.68
MI,77,F,G,UW,Y,Y,2,3605.04
MI,77,M,G,UW,Y,Y,5,11034.84
MI,77,F,G,UW,N,Y,2,4125.96
MI,77,F,G,UW,N,Y,1,2253.24
NC,77,F,G,UW,Y,N,1,2184.12
NC,77,M,G,UW,Y,N,1,2511.72
NC,77,F,G,UW,Y,Y,5,8511.6
NC,77,M,G,UW,Y,Y,4,7585.44
NC,77,F,G,UW,N,Y,1,1813.8
NE,77,M,G,UW,Y,N,1,2486.16
NE,77,F,G,UW,Y,Y,2,3977.76
NJ,77,F,G,UW,Y,N,3,7369.32
NJ,77,M,G,UW,Y,N,1,2795.04
NJ,77,F,G,UW,Y,Y,2,4520.64
NJ,77,M,G,UW,Y,Y,2,5198.88
NJ,77,F,G,UW,N,Y,1,2486.4
NJ,77,M,G,UW,N,Y,2,5718.72
OH,77,F,G,UW,Y,N,1,2506.32
OH,77,M,G,UW,Y,N,1,2882.28
PA,77,F,G,UW,Y,N,5,12580.68
PA,77,M,G,UW,Y,N,1,2976.36
PA,77,M,G,UW,Y,Y,4,10077.84
PA,77,M,G,UW,N,Y,1,2871.36
SC,77,F,G,UW,Y,N,2,4087.44
SC,77,M,G,UW,Y,N,2,4700.64
SC,77,F,G,UW,Y,Y,5,8997.6
SC,77,M,G,UW,Y,Y,4,8244.96
SC,77,F,G,UW,N,Y,2,3943.44
SC,77,M,G,UW,N,Y,1,2267.4
TN,77,F,G,UW,Y,N,4,7865.28
TN,77,F,G,UW,Y,Y,2,3727.68
TN,77,M,G,UW,Y,Y,2,3966.24
TX,77,F,G,UW,Y,N,5,11951.16
TX,77,F,G,UW,Y,Y,5,10343.92
TX,77,M,G,UW,Y,Y,1,2031.48
TX,77,F,G,UW,N,Y,3,6909.0
VA,77,M,G,UW,Y,Y,2,4273.44
NJ,77,F,N,OE,Y,N,1,1692.72
TX,77,M,N,OE,Y,Y,1,1905.6
VA,77,F,N,OE,Y,Y,1,1489.8
VA,77,M,N,OE,Y,Y,1,1676.16
AZ,77,M,N,UW,Y,Y,1,1634.64
CO,77,M,N,UW,Y,Y,1,1666.56
FL,77,M,N,UW,Y,N,1,2634.84
FL,77,F,N,UW,Y,Y,1,2233.92
IA,77,F,N,UW,N,Y,1,1477.44
IL,77,F,N,UW,Y,N,2,4109.76
IL,77,F,N,UW,Y,Y,1,1957.08
IL,77,M,N,UW,Y,Y,1,1959.55
KS,77,M,N,UW,Y,Y,1,2678.52
MI,77,F,N,UW,Y,Y,1,1443.72
MI,77,M,N,UW,Y,Y,2,3196.44
NC,77,F,N,UW,Y,N,1,1603.44
NC,77,F,N,UW,Y,Y,1,1210.56
NC,77,M,N,UW,Y,Y,1,1617.12
NE,77,F,N,UW,Y,N,1,2214.72
NH,77,F,N,UW,Y,N,1,2221.32
NJ,77,F,N,UW,Y,N,2,3385.44
NJ,77,M,N,UW,N,N,1,2141.28
NJ,77,F,N,UW,Y,Y,1,1574.28
PA,77,F,N,UW,Y,N,1,1900.08
PA,77,F,N,UW,N,N,1,1799.28
PA,77,M,N,UW,Y,Y,2,3832.32
PA,77,F,N,UW,N,Y,1,1578.0
TN,77,F,N,UW,N,Y,1,1392.48
TN,77,F,N,UW,N,Y,1,1582.44
TX,77,F,N,UW,Y,N,1,1889.4
TX,77,M,N,UW,Y,N,1,2172.84
TX,77,M,N,UW,Y,Y,2,3546.12
TX,77,F,N,UW,N,Y,1,1822.8
VA,77,M,N,UW,Y,Y,1,1676.16
WI,77,F,G,UW,Y,N,2,5642.64
WI,77,F,G,UW,Y,Y,2,5160.03
WI,77,M,G,UW,Y,Y,1,2845.68
WI,77,F,G,UW,N,Y,1,2868.48
CO,83,M,F,GI,Y,Y,1,3072.6
PA,83,M,F,GI,Y,N,1,4370.04
VA,83,F,F,OE,Y,N,4,10776.6
VA,83,F,F,OE,Y,Y,2,4632.24
VA,83,M,F,OE,Y,Y,2,5862.84
IA,83,F,F,UW,Y,N,1,2657.28
IA,83,F,F,UW,Y,Y,1,2096.64
IL,83,F,F,UW,Y,Y,2,5772.6
NC,83,F,F,UW,Y,Y,1,2421.0
OH,83,F,F,UW,Y,N,1,3679.92
OH,83,F,F,UW,N,N,1,4047.84
SC,83,F,F,UW,Y,Y,1,2631.6
TX,83,M,F,UW,Y,Y,1,2982.72
VA,83,F,F,UW,Y,Y,1,2316.12
VA,83,M,F,UW,N,Y,1,2866.32
SC,83,M,G,GI,Y,Y,1,2143.68
IA,83,M,G,OE,Y,Y,1,1965.6
PA,83,M,G,OE,Y,Y,1,2714.64
TX,83,M,G,OE,Y,Y,1,2699.64
TN,83,F,G,OE,N,N,1,2045.05
VA,83,F,G,OE,Y,N,1,2208.96
VA,83,M,G,OE,Y,N,2,4970.16
VA,83,F,G,OE,Y,Y,4,8946.24
VA,83,M,G,OE,Y,Y,4,8946.24
AZ,83,F,G,UW,Y,N,1,2173.44
AZ,83,M,G,UW,Y,N,2,5269.2
AZ,83,F,G,UW,N,N,1,2390.76
AZ,83,F,G,UW,Y,Y,2,3812.16
AZ,83,M,G,UW,Y,Y,1,2192.04
FL,83,F,G,UW,Y,N,1,3660.96
FL,83,F,G,UW,Y,Y,2,6642.24
GA,83,F,G,UW,Y,N,1,2280.96
GA,83,M,G,UW,Y,Y,1,2698.2
GA,83,M,G,UW,N,Y,1,2786.28
IA,83,F,G,UW,Y,N,1,1941.24
IA,83,F,G,UW,Y,Y,1,1747.08
IL,83,F,G,UW,Y,N,3,7661.88
IL,83,M,G,UW,N,N,1,2840.88
IL,83,F,G,UW,Y,Y,3,6895.8
IL,83,M,G,UW,Y,Y,5,13248.96
LA,83,F,G,UW,Y,N,1,2541.24
LA,83,F,G,UW,Y,Y,1,2287.08
LA,83,M,G,UW,Y,Y,1,2573.14
MI,83,F,G,UW,Y,N,1,2137.68
MI,83,M,G,UW,N,N,1,3141.12
MI,83,F,G,UW,Y,Y,5,10347.48
MI,83,M,G,UW,Y,Y,1,2155.92
MI,83,M,G,UW,N,Y,2,4742.88
NC,83,F,G,UW,Y,N,3,5866.2
NC,83,F,G,UW,N,N,1,2498.64
NC,83,F,G,UW,Y,Y,4,7136.88
NC,83,M,G,UW,Y,Y,3,5916.6
NC,83,M,G,UW,N,Y,1,2465.28
NE,83,M,G,UW,Y,N,1,2674.2
NE,83,F,G,UW,N,N,1,2614.68
NE,83,M,G,UW,Y,Y,1,2406.72
NJ,83,F,G,UW,Y,N,4,10191.72
NJ,83,F,G,UW,Y,Y,5,11754.0
NJ,83,M,G,UW,Y,Y,3,8110.08
OH,83,F,G,UW,Y,N,1,2244.0
PA,83,F,G,UW,Y,N,1,2691.72
PA,83,F,G,UW,Y,Y,3,6568.8
PA,83,M,G,UW,Y,Y,3,8143.92
PA,83,F,G,UW,N,Y,1,2596.68
PA,83,M,G,UW,N,Y,1,2337.0
PA,83,M,G,UW,N,Y,1,3393.36
SC,83,F,G,UW,Y,N,1,2125.56
SC,83,M,G,UW,Y,N,2,4888.8
SC,83,F,G,UW,Y,Y,3,5592.24
SC,83,M,G,UW,Y,Y,3,6431.04
TN,83,F,G,UW,Y,N,1,2044.92
TN,83,M,G,UW,Y,Y,2,4458.24
TX,83,F,G,UW,Y,N,3,7075.8
TX,83,F,G,UW,N,N,1,2944.32
TX,83,F,G,UW,Y,Y,4,8369.28
TX,83,M,G,UW,Y,Y,5,10563.6
TX,83,F,G,UW,N,Y,1,2020.8
VA,83,F,G,UW,Y,Y,1,1988.04
VA,83,M,G,UW,Y,Y,1,2236.56
VA,83,F,G,UW,Y,Y,1,611.16
VA,83,M,N,OE,Y,Y,1,1757.52
CO,83,F,N,UW,Y,N,1,1777.68
CO,83,M,N,UW,Y,Y,1,1799.88
FL,83,F,N,UW,Y,N,1,2359.92
FL,83,F,N,UW,Y,Y,1,2300.88
FL,83,M,N,UW,Y,Y,1,2646.12
GA,83,F,N,UW,Y,N,1,1608.48
LA,83,F,N,UW,Y,N,1,2019.24
MI,83,F,N,UW,Y,N,2,3424.08
MI,83,F,N,UW,Y,Y,1,1389.12
NJ,83,F,N,UW,Y,N,2,3520.84
NJ,83,M,N,UW,Y,N,1,2024.4
NJ,83,M,N,UW,Y,Y,1,1882.68
OH,83,M,N,UW,Y,Y,1,1803.36
PA,83,F,N,UW,Y,N,1,1976.04
PA,83,F,N,UW,Y,Y,2,3466.08
PA,83,M,N,UW,Y,Y,1,1992.96
TX,83,F,N,UW,Y,N,2,3930.0
TX,83,F,N,UW,Y,Y,3,4690.44
TX,83,M,N,UW,Y,Y,2,3532.8
WI,83,M,G,GI,Y,Y,1,3178.2
WI,83,M,G,UW,Y,N,1,3624.0
WI,83,F,G,UW,N,N,1,3339.24
WI,83,M,G,UW,N,Y,1,3222.12
GA,83,M,F,GI,Y,Y,1,3527.04
NJ,83,F,F,GI,Y,N,1,3592.68
TX,83,F,F,GI,Y,Y,1,2697.36
VA,83,M,F,GI,Y,Y,1,2745.84
VA,83,F,F,OE,Y,N,1,2712.0
VA,83,F,F,OE,Y,Y,4,10373.4
VA,83,M,F,OE,Y,Y,1,3432.48
CO,83,M,F,UW,Y,N,1,3396.24
CO,83,M,F,UW,N,Y,1,3362.4
IL,83,F,F,UW,Y,Y,1,2822.04
MI,83,F,F,UW,Y,Y,1,3045.12
NC,83,M,F,UW,Y,Y,1,2895.6
NJ,83,F,F,UW,Y,Y,1,3341.16
NJ,83,M,F,UW,Y,Y,1,3842.4
VA,83,F,F,UW,Y,N,1,2712.0
VA,83,M,F,UW,Y,N,1,3051.0
VA,83,F,F,UW,Y,Y,1,2440.8
SC,83,M,G,GI,Y,N,1,2542.08
PA,83,F,G,OE,Y,Y,1,2455.08
VA,83,F,G,OE,Y,N,2,4667.04
VA,83,F,G,OE,Y,Y,1,2100.12
VA,83,M,G,OE,Y,Y,2,4725.12
AZ,83,F,G,UW,Y,N,1,2238.6
AZ,83,F,G,UW,N,N,1,2462.52
AZ,83,F,G,UW,Y,Y,1,1963.2
AZ,83,M,G,UW,Y,Y,3,6773.4
AZ,83,F,G,UW,N,Y,1,2159.64
AZ,83,F,G,UW,N,Y,1,2228.8
CO,83,M,G,UW,Y,Y,2,5174.04
FL,83,M,G,UW,Y,Y,1,3639.72
GA,83,M,G,UW,Y,N,2,5235.84
GA,83,F,G,UW,Y,Y,1,1996.44
GA,83,M,G,UW,Y,Y,2,5075.28
IL,83,F,G,UW,Y,N,1,2697.84
IL,83,F,G,UW,N,N,1,2967.6
IL,83,M,G,UW,N,N,1,3410.28
IL,83,F,G,UW,Y,Y,1,2428.08
IL,83,M,G,UW,Y,Y,6,16113.26
KS,83,M,G,UW,Y,N,1,4609.08
LA,83,F,G,UW,N,Y,1,3439.2
MI,83,F,G,UW,Y,N,1,2223.12
MI,83,F,G,UW,Y,Y,3,6479.16
NC,83,M,G,UW,Y,N,1,2716.68
NC,83,F,G,UW,N,N,1,2237.04
NC,83,F,G,UW,Y,Y,2,4143.64
NC,83,M,G,UW,Y,Y,3,6153.12
NC,83,F,G,UW,N,Y,1,1961.88
NE,83,F,G,UW,Y,N,2,5859.0
NE,83,M,G,UW,Y,N,1,2824.92
NE,83,M,G,UW,N,N,1,3107.4
NE,83,F,G,UW,Y,Y,1,2259.84
NE,83,M,G,UW,Y,Y,1,3389.76
NE,83,M,G,UW,N,Y,1,2796.6
NJ,83,M,G,UW,Y,N,2,6143.16
NJ,83,M,G,UW,Y,Y,3,8434.44
OH,83,F,G,UW,Y,N,3,7071.08
OH,83,M,G,UW,Y,N,1,2683.8
PA,83,F,G,UW,Y,N,2,4819.68
PA,83,M,G,UW,Y,N,1,3219.24
PA,83,F,G,UW,Y,Y,2,4568.52
PA,83,M,G,UW,Y,Y,2,5253.72
PA,83,M,G,UW,N,Y,1,3529.08
SC,83,F,G,UW,Y,Y,4,7754.4
SC,83,M,G,UW,Y,Y,6,13376.16
TN,83,F,G,UW,Y,N,1,2126.76
TN,83,F,G,UW,Y,Y,2,3730.32
TN,83,M,G,UW,Y,Y,2,4636.44
TX,83,F,G,UW,Y,N,2,4962.36
TX,83,F,G,UW,Y,Y,1,2441.4
TX,83,M,G,UW,Y,Y,6,15453.96
TX,83,F,G,UW,N,Y,1,2101.68
VA,83,M,G,UW,Y,N,1,2709.28
GA,83,M,N,OE,Y,Y,1,2022.72
VA,83,F,N,OE,Y,N,1,2318.04
CO,83,M,N,UW,Y,Y,1,2486.4
FL,83,F,N,UW,Y,Y,1,2370.0
GA,83,F,N,UW,Y,N,1,1656.72
IL,83,F,N,UW,Y,Y,1,1990.08
LA,83,M,N,UW,Y,N,1,2475.36
NC,83,M,N,UW,Y,Y,1,1505.64
NE,83,M,N,UW,Y,Y,1,2066.4
NJ,83,F,N,UW,Y,N,4,7323.36
NJ,83,M,N,UW,Y,N,2,4210.8
PA,83,F,N,UW,N,N,1,2260.56
PA,83,F,N,UW,Y,Y,5,8510.4
PA,83,M,N,UW,Y,Y,1,2072.64
TN,83,M,N,UW,Y,Y,1,1574.64
TX,83,M,N,UW,N,N,1,2225.52
TX,83,M,N,UW,Y,Y,1,1831.2
WI,83,F,G,UW,Y,N,2,6567.48
WI,83,M,G,UW,Y,Y,1,3831.84
IA,83,F,F,GI,Y,N,1,2855.76
NC,83,M,F,GI,Y,Y,1,3498.12
TX,83,F,F,GI,Y,N,1,3198.72
VA,83,F,F,OE,Y,N,3,8563.32
VA,83,F,F,OE,Y,Y,4,10918.08
VA,83,M,F,OE,Y,Y,2,5780.16
IA,83,F,F,UW,Y,N,1,2583.87
IL,83,F,F,UW,Y,Y,2,6307.32
NC,83,F,F,UW,Y,Y,1,2618.64
NE,83,F,F,UW,Y,N,1,3071.52
NJ,83,F,F,UW,Y,N,2,7472.88
NJ,83,M,F,UW,Y,Y,1,3996.12
PA,83,F,F,UW,Y,N,1,3538.32
SC,83,M,F,UW,Y,Y,1,3273.36
TX,83,F,F,UW,N,Y,1,3506.64
VA,83,F,F,UW,Y,Y,1,2568.96
GA,83,M,G,OE,Y,N,1,2696.4
VA,83,F,G,OE,Y,N,1,2464.2
VA,83,F,G,OE,Y,Y,1,2217.84
VA,83,M,G,OE,Y,Y,1,2495.04
AZ,83,F,G,UW,Y,N,1,2305.8
AZ,83,M,G,UW,Y,Y,1,2325.48
CO,83,F,G,UW,N,N,1,3229.92
CO,83,M,G,UW,Y,Y,1,2764.08
FL,83,M,G,UW,Y,N,1,3845.16
FL,83,F,G,UW,Y,Y,2,6519.84
IA,83,F,G,UW,Y,Y,1,2007.48
IA,83,M,G,UW,Y,Y,1,2258.4
IL,83,F,G,UW,Y,N,2,5698.08
IL,83,M,G,UW,Y,N,1,3205.08
IL,83,F,G,UW,Y,Y,3,7433.21
IL,83,M,G,UW,Y,Y,3,9010.2
LA,83,M,G,UW,Y,Y,1,2870.28
LA,83,F,G,UW,N,Y,1,2806.44
MI,83,F,G,UW,Y,N,1,2685.72
MI,83,F,G,UW,Y,Y,3,6574.56
MI,83,M,G,UW,Y,Y,1,2520.24
NC,83,F,G,UW,Y,N,3,7028.76
NC,83,F,G,UW,Y,Y,1,1854.84
NC,83,M,G,UW,Y,Y,4,8877.24
NE,83,F,G,UW,Y,N,1,2651.64
NE,83,F,G,UW,N,N,1,4419.48
NE,83,M,G,UW,Y,Y,1,2684.76
NJ,83,F,G,UW,Y,N,2,5555.52
NJ,83,M,G,UW,Y,Y,1,2924.04
OH,83,F,G,UW,Y,N,2,4854.0
PA,83,F,G,UW,Y,N,3,7696.08
PA,83,M,G,UW,Y,N,2,6696.0
PA,83,F,G,UW,Y,Y,2,5106.48
PA,83,M,G,UW,Y,Y,2,5872.32
PA,83,F,G,UW,N,Y,1,2808.67
PA,83,M,G,UW,N,Y,1,3229.8
SC,83,F,G,UW,Y,N,4,9195.84
SC,83,F,G,UW,Y,Y,2,4032.48
SC,83,M,G,UW,Y,Y,4,9321.0
TN,83,F,G,UW,Y,N,3,6635.52
TN,83,F,G,UW,Y,Y,1,1939.8
TN,83,M,G,UW,N,Y,1,2788.44
TX,83,F,G,UW,Y,N,1,2895.12
TX,83,M,G,UW,Y,N,1,3329.4
TX,83,F,G,UW,N,N,2,5756.88
TX,83,F,G,UW,Y,Y,3,7617.24
TX,83,M,G,UW,Y,Y,2,5839.68
VA,83,F,G,UW,Y,N,1,2464.28
VA,83,F,G,UW,Y,Y,1,2217.72
VA,83,M,G,UW,Y,Y,1,2495.04
VA,83,M,F,GI,Y,Y,1,1003.56
CO,83,M,G,UW,Y,Y,1,907.68
AZ,83,F,G,UW,Y,N,1,795.48
NJ,83,F,N,OE,Y,N,1,1904.04
IA,83,F,N,UW,Y,Y,2,3328.92
IL,83,F,N,UW,Y,Y,2,4200.24
IL,83,M,N,UW,Y,Y,1,2362.68
MI,83,F,N,UW,Y,Y,3,5292.12
MI,83,M,N,UW,Y,Y,2,3874.68
NC,83,M,N,UW,Y,N,1,1785.6
NC,83,F,N,UW,Y,Y,1,1361.76
NC,83,M,N,UW,Y,Y,2,3132.0
NJ,83,F,N,UW,Y,N,2,3808.08
NJ,83,F,N,UW,N,N,1,2380.08
PA,83,F,N,UW,Y,N,2,3977.28
PA,83,M,N,UW,Y,N,1,2457.84
PA,83,F,N,UW,Y,Y,1,1874.4
PA,83,M,N,UW,Y,Y,1,2155.56
PA,83,M,N,UW,N,Y,2,4412.28
SC,83,F,N,UW,Y,N,2,3542.64
SC,83,M,N,UW,N,Y,1,2233.08
TN,83,F,N,UW,Y,Y,1,1654.2
TX,83,F,N,UW,Y,N,1,1829.64
TX,83,M,N,UW,Y,Y,1,2212.2
VA,83,M,N,UW,Y,Y,1,2021.04
WI,83,F,G,UW,Y,Y,1,2998.92
WI,83,M,G,UW,N,Y,1,3937.8
AZ,83,F,F,GI,Y,N,1,3441.96
IA,83,F,F,GI,Y,Y,1,3380.52
SC,83,F,F,GI,Y,Y,1,3019.56
VA,83,F,F,OE,Y,Y,2,5406.24
VA,83,M,F,OE,Y,Y,5,15204.6
GA,83,F,F,UW,Y,Y,1,3938.76
IL,83,F,F,UW,Y,N,2,6804.96
IL,83,F,F,UW,Y,Y,1,2809.2
IL,83,M,F,UW,Y,Y,1,3160.32
NC,83,M,F,UW,Y,Y,1,3638.04
PA,83,M,F,UW,Y,Y,1,4311.0
TN,83,F,F,UW,Y,Y,1,3308.28
TX,83,F,F,UW,Y,Y,1,3209.16
VA,83,F,F,UW,Y,Y,1,2703.12
NJ,83,M,G,OE,Y,N,1,3269.88
VA,83,M,G,OE,Y,Y,1,2634.02
VA,83,F,G,OE,Y,N,2,5690.52
VA,83,F,G,OE,Y,Y,3,7023.6
AZ,83,F,G,UW,Y,N,1,2374.92
AZ,83,F,G,UW,Y,Y,4,8331.36
AZ,83,M,G,UW,Y,Y,2,4790.64
AZ,83,M,G,UW,N,Y,1,2634.84
CO,83,M,G,UW,Y,N,1,3346.08
FL,83,M,G,UW,Y,Y,1,3861.48
GA,83,F,G,UW,Y,N,1,2415.12
GA,83,M,G,UW,Y,Y,1,2435.64
IA,83,M,G,UW,N,N,1,3220.8
IA,83,F,G,UW,Y,Y,1,2928.0
IA,83,M,G,UW,Y,Y,2,5270.4
IL,83,F,G,UW,Y,N,1,3007.68
IL,83,F,G,UW,Y,Y,2,5413.92
MI,83,F,G,UW,Y,N,1,2404.56
MI,83,M,G,UW,Y,N,1,2988.72
MI,83,M,G,UW,Y,Y,3,7471.56
MI,83,F,G,UW,N,Y,1,2319.72
NC,83,F,G,UW,Y,N,3,6954.24
NC,83,F,G,UW,Y,Y,2,3916.0
NC,83,M,G,UW,Y,Y,2,4436.88
NC,83,M,G,UW,N,Y,1,2772.96
NE,83,F,G,UW,Y,N,1,3732.48
NE,83,F,G,UW,N,N,1,4105.68
NE,83,F,G,UW,Y,Y,1,2519.4
NJ,83,F,G,UW,Y,N,2,5686.8
NJ,83,M,G,UW,Y,N,5,16349.4
NJ,83,F,G,UW,N,N,1,3127.68
NJ,83,M,G,UW,Y,Y,1,3041.04
OH,83,F,G,UW,Y,N,1,2524.08
OH,83,M,G,UW,Y,N,1,2902.8
OH,83,M,G,UW,N,N,1,3193.08
PA,83,F,G,UW,Y,N,1,2369.52
PA,83,F,G,UW,Y,Y,1,2655.36
PA,83,M,G,UW,Y,Y,2,6107.28
PA,83,M,G,UW,N,Y,1,2891.64
SC,83,F,G,UW,Y,N,4,9563.52
SC,83,F,G,UW,N,N,1,2630.04
SC,83,F,G,UW,Y,Y,2,4532.4
SC,83,M,G,UW,Y,Y,1,2411.4
TN,83,F,G,UW,Y,N,2,4600.56
TN,83,F,G,UW,Y,Y,1,2017.32
TN,83,M,G,UW,Y,Y,1,2319.96
TX,83,F,G,UW,Y,N,2,5367.24
TX,83,F,G,UW,N,N,1,2592.0
VA,83,F,N,OE,Y,Y,1,1894.92
AZ,83,F,N,UW,Y,Y,1,1599.84
IL,83,F,N,UW,Y,N,1,2461.53
MI,83,F,N,UW,Y,N,1,1925.76
MI,83,F,N,UW,N,N,1,2407.2
MI,83,F,N,UW,Y,Y,1,1688.88
NC,83,F,N,UW,Y,N,2,3751.44
NC,83,M,N,UW,Y,Y,1,1891.8
NJ,83,F,N,UW,Y,N,4,7920.48
NJ,83,M,N,UW,Y,N,1,2277.24
NJ,83,F,N,UW,Y,Y,1,1841.52
OH,83,M,N,UW,Y,N,1,2618.16
PA,83,F,N,UW,Y,N,3,6359.04
PA,83,M,N,UW,N,N,1,2811.84
SC,83,F,N,UW,Y,N,1,1842.24
SC,83,F,N,UW,Y,Y,1,1615.68
TX,83,F,N,UW,Y,N,2,4113.24
TX,83,F,N,UW,Y,Y,2,3876.96
TX,83,M,N,UW,Y,Y,1,2229.24
WI,83,M,G,UW,N,Y,1,3798.6
SC,83,M,F,GI,Y,Y,1,3611.4
NJ,83,F,F,OE,Y,N,1,4041.36
VA,83,M,F,OE,Y,N,1,3554.4
VA,83,F,F,OE,Y,N,3,9478.44
IA,83,F,F,UW,Y,N,1,2860.0
IL,83,F,F,UW,Y,Y,1,3287.52
IL,83,M,F,UW,Y,Y,1,3698.64
MI,83,F,F,UW,N,Y,1,3505.8
NC,83,F,F,UW,Y,Y,1,2832.36
NC,83,M,F,UW,Y,Y,3,9771.48
TN,83,M,F,UW,Y,Y,1,3956.76
TX,83,F,F,UW,Y,Y,1,3337.56
PA,83,F,G,OE,Y,Y,1,2761.56
VA,83,F,G,OE,Y,N,1,2745.48
VA,83,F,G,OE,Y,Y,1,2470.98
VA,83,M,G,OE,Y,Y,1,2779.68
AZ,83,F,G,UW,Y,Y,1,2145.36
AZ,83,M,G,UW,Y,Y,3,7401.6
CO,83,F,G,UW,Y,N,1,3041.52
GA,83,M,G,UW,N,Y,1,3340.68
IA,83,F,G,UW,Y,N,1,3433.44
IA,83,F,G,UW,Y,Y,1,2472.0
IL,83,F,G,UW,Y,N,1,3566.4
MI,83,F,G,UW,Y,N,2,5203.44
NC,83,M,G,UW,Y,N,1,2630.76
NC,83,F,G,UW,Y,Y,2,4336.56
NJ,83,F,G,UW,Y,N,1,2957.04
NJ,83,M,G,UW,Y,N,1,3400.68
NJ,83,F,G,UW,N,N,1,3252.84
